loss,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
-1750.972368512835,0.33482142857142855,12.052948474884033,False,,,1,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_21-59-38,1680292778,12.052948474884033,1420056,cuda01,172.29.16.1,12.052948474884033,0,1,0.004940032958984375
-1748.8597324916295,0.34375,3.3574411869049072,False,,,2,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_21-59-41,1680292781,15.41038966178894,1420056,cuda01,172.29.16.1,15.41038966178894,0,2,0.004940032958984375
-1746.86820765904,0.36160714285714285,3.5488264560699463,False,,,3,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_21-59-45,1680292785,18.959216117858887,1420056,cuda01,172.29.16.1,18.959216117858887,0,3,0.004940032958984375
-1744.73193359375,0.3169642857142857,3.4137818813323975,False,,,4,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_21-59-48,1680292788,22.372997999191284,1420056,cuda01,172.29.16.1,22.372997999191284,0,4,0.004940032958984375
-1742.5999494280134,0.35267857142857145,3.321345567703247,False,,,5,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_21-59-52,1680292792,25.69434356689453,1420056,cuda01,172.29.16.1,25.69434356689453,0,5,0.004940032958984375
-1740.3346296037946,0.32589285714285715,3.4368772506713867,False,,,6,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_21-59-55,1680292795,29.131220817565918,1420056,cuda01,172.29.16.1,29.131220817565918,0,6,0.004940032958984375
-1737.8517892020088,0.3125,3.3567593097686768,False,,,7,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_21-59-59,1680292799,32.487980127334595,1420056,cuda01,172.29.16.1,32.487980127334595,0,7,0.004940032958984375
-1735.1233433314733,0.34375,3.4220974445343018,False,,,8,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_22-00-02,1680292802,35.9100775718689,1420056,cuda01,172.29.16.1,35.9100775718689,0,8,0.004940032958984375
-1731.943638392857,0.3392857142857143,3.266615390777588,False,,,9,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_22-00-05,1680292805,39.176692962646484,1420056,cuda01,172.29.16.1,39.176692962646484,0,9,0.004940032958984375
-1728.1103515625,0.3794642857142857,3.491025924682617,False,,,10,fe1c8_00219,8c3c1c5e331044af9d3a9a759e536a83,2023-03-31_22-00-09,1680292809,42.6677188873291,1420056,cuda01,172.29.16.1,42.6677188873291,0,10,0.004940032958984375
