loss,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
-839.4737215909091,0.30303030303030304,8.282970905303955,False,,,1,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-10-59,1681229459,8.282970905303955,119515,cuda01,172.29.16.1,8.282970905303955,0,1,0.004572868347167969
-834.384765625,0.21212121212121213,0.5102536678314209,False,,,2,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-10-59,1681229459,8.793224573135376,119515,cuda01,172.29.16.1,8.793224573135376,0,2,0.004572868347167969
-829.0512547348485,0.3939393939393939,0.41142773628234863,False,,,3,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-11-00,1681229460,9.204652309417725,119515,cuda01,172.29.16.1,9.204652309417725,0,3,0.004572868347167969
-824.3267045454545,0.42424242424242425,0.3442881107330322,False,,,4,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-11-00,1681229460,9.548940420150757,119515,cuda01,172.29.16.1,9.548940420150757,0,4,0.004572868347167969
-818.3511482007576,0.24242424242424243,0.3502931594848633,False,,,5,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-11-00,1681229460,9.89923357963562,119515,cuda01,172.29.16.1,9.89923357963562,0,5,0.004572868347167969
-813.1605113636364,0.42424242424242425,0.3721733093261719,False,,,6,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-11-01,1681229461,10.271406888961792,119515,cuda01,172.29.16.1,10.271406888961792,0,6,0.004572868347167969
-804.998106060606,0.2727272727272727,0.42322349548339844,False,,,7,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-11-01,1681229461,10.69463038444519,119515,cuda01,172.29.16.1,10.69463038444519,0,7,0.004572868347167969
-797.2454427083334,0.42424242424242425,0.3455328941345215,False,,,8,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-11-02,1681229462,11.040163278579712,119515,cuda01,172.29.16.1,11.040163278579712,0,8,0.004572868347167969
-787.3932291666666,0.24242424242424243,0.49153971672058105,False,,,9,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-11-02,1681229462,11.531702995300293,119515,cuda01,172.29.16.1,11.531702995300293,0,9,0.004572868347167969
-772.3640506628788,0.3333333333333333,0.370227575302124,True,,,10,6ff2d_00338,430b7988bcd84d529326aba4eedf2385,2023-04-11_18-11-02,1681229462,11.901930570602417,119515,cuda01,172.29.16.1,11.901930570602417,0,10,0.004572868347167969
